0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.5,0,0.866025403784439
0.433012701892219,0.25,0.866025403784439
0.25,0.433012701892219,0.866025403784439
3.06161699786838e-17,0.5,0.866025403784439
-0.25,0.433012701892219,0.866025403784439
-0.433012701892219,0.25,0.866025403784439
-0.5,6.12323399573676e-17,0.866025403784439
-0.433012701892219,-0.25,0.866025403784439
-0.25,-0.433012701892219,0.866025403784439
-9.18485099360515e-17,-0.5,0.866025403784439
0.25,-0.433012701892219,0.866025403784439
0.433012701892219,-0.25,0.866025403784439
0.866025403784439,0,0.5
0.75,0.433012701892219,0.5
0.433012701892219,0.75,0.5
5.30287619362453e-17,0.866025403784439,0.5
-0.433012701892219,0.75,0.5
-0.75,0.433012701892219,0.5
-0.866025403784439,1.06057523872491e-16,0.5
-0.75,-0.433012701892219,0.5
-0.43301270189222,-0.75,0.5
-1.59086285808736e-16,-0.866025403784439,0.5
0.433012701892219,-0.75,0.5
0.75,-0.43301270189222,0.5
1,0,6.12323399573677e-17
0.866025403784439,0.5,6.12323399573677e-17
0.5,0.866025403784439,6.12323399573677e-17
6.12323399573677e-17,1,6.12323399573677e-17
-0.5,0.866025403784439,6.12323399573677e-17
-0.866025403784439,0.5,6.12323399573677e-17
-1,1.22464679914735e-16,6.12323399573677e-17
-0.866025403784439,-0.5,6.12323399573677e-17
-0.5,-0.866025403784438,6.12323399573677e-17
-1.83697019872103e-16,-1,6.12323399573677e-17
0.5,-0.866025403784439,6.12323399573677e-17
0.866025403784438,-0.5,6.12323399573677e-17
0.866025403784439,0,-0.5
0.75,0.433012701892219,-0.5
0.433012701892219,0.75,-0.5
5.30287619362453e-17,0.866025403784439,-0.5
-0.433012701892219,0.75,-0.5
-0.75,0.433012701892219,-0.5
-0.866025403784439,1.06057523872491e-16,-0.5
-0.75,-0.433012701892219,-0.5
-0.43301270189222,-0.75,-0.5
-1.59086285808736e-16,-0.866025403784439,-0.5
0.433012701892219,-0.75,-0.5
0.75,-0.43301270189222,-0.5
0.5,0,-0.866025403784439
0.433012701892219,0.25,-0.866025403784439
0.25,0.433012701892219,-0.866025403784439
3.06161699786838e-17,0.5,-0.866025403784439
-0.25,0.433012701892219,-0.866025403784439
-0.433012701892219,0.25,-0.866025403784439
-0.5,6.12323399573676e-17,-0.866025403784439
-0.433012701892219,-0.25,-0.866025403784439
-0.25,-0.433012701892219,-0.866025403784439
-9.18485099360515e-17,-0.5,-0.866025403784439
0.25,-0.433012701892219,-0.866025403784439
0.433012701892219,-0.25,-0.866025403784439
1.22464679914735e-16,0,-1
1.06057523872491e-16,6.12323399573676e-17,-1
6.12323399573677e-17,1.06057523872491e-16,-1
7.49879891330929e-33,1.22464679914735e-16,-1
-6.12323399573676e-17,1.06057523872491e-16,-1
-1.06057523872491e-16,6.12323399573676e-17,-1
-1.22464679914735e-16,1.49975978266186e-32,-1
-1.06057523872491e-16,-6.12323399573676e-17,-1
-6.12323399573677e-17,-1.06057523872491e-16,-1
-2.24963967399279e-32,-1.22464679914735e-16,-1
6.12323399573677e-17,-1.06057523872491e-16,-1
1.06057523872491e-16,-6.12323399573677e-17,-1
-0.5,0,-0.866025403784439
-0.433012701892219,-0.25,-0.866025403784439
-0.25,-0.433012701892219,-0.866025403784439
-3.06161699786838e-17,-0.5,-0.866025403784439
0.25,-0.433012701892219,-0.866025403784439
0.433012701892219,-0.25,-0.866025403784439
0.5,-6.12323399573676e-17,-0.866025403784439
0.433012701892219,0.25,-0.866025403784439
0.25,0.433012701892219,-0.866025403784439
9.18485099360514e-17,0.5,-0.866025403784439
-0.25,0.433012701892219,-0.866025403784439
-0.433012701892219,0.25,-0.866025403784439
-0.866025403784438,0,-0.5
-0.75,-0.433012701892219,-0.5
-0.433012701892219,-0.75,-0.5
-5.30287619362453e-17,-0.866025403784438,-0.5
0.433012701892219,-0.75,-0.5
0.75,-0.433012701892219,-0.5
0.866025403784438,-1.06057523872491e-16,-0.5
0.75,0.433012701892219,-0.5
0.43301270189222,0.75,-0.5
1.59086285808736e-16,0.866025403784438,-0.5
-0.433012701892219,0.75,-0.5
-0.75,0.43301270189222,-0.5
