0.88889,0.11111,0.11111,0.11111,0,0.11111,0,0.055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.69444,0.69444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11111,0.19444,0.19444,0.88889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.47222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.83333,0,0.55556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.055556,0,0.33333,0.87037,0.064815,0.064815,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.41667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.88889,0.055556,0.11111,0.11111,0.11111,0.11111,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.69444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.69444,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.11111,0,0.11111,0,0.018519,0.12963,0.12963,0.88889,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.88889,0,0,0,0,0,0,0.055556,0.055556,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.88889,0,0,0.11111,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69444,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0.88889,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0,0,0.88889,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0.41667,0,0.47222,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0,0,0.88889,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0.41667,0,0.47222,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0,0,0.055556,0,0.27778,0.55556,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0,0,0,0,0,0.018519,0.80556,0,0.064815
0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0,0,0.88889,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0,0,0,0,0,0.018519,0.80556,0,0.064815
0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0,0,0,0,0,0.018519,0.11111,0.69444,0.064815
0,0,0,0,0,0,0,0,0,0,0,0,0.11111,0,0,0,0,0,0,0,0.018519,0.11111,0,0.75926
