0.28031,0.12463,-0.019927,-0.14002,-0.28013,0.27586,0.14242,-0.015479,-0.15559,-0.27569,0.31367,0.12463,0.0067609,-0.13335,-0.26679,0.2981,0.1402,-0.015479,-0.14002,-0.27569,0.29366,0.1491,-0.011031,-0.15337,-0.26679
0.28249,0.14508,-0.02823,-0.1469,-0.26868,0.28873,0.12791,-0.00012491,-0.15626,-0.264,0.32152,0.14196,-0.0032477,-0.1266,-0.27337,0.29029,0.12947,-0.021984,-0.14221,-0.27493,0.29498,0.12323,-0.012616,-0.15939,-0.26712
0.28765,0.13088,0.0031355,-0.15073,-0.26977,0.30217,0.13233,-0.022993,-0.13477,-0.28283,0.28765,0.16136,0.0016839,-0.13912,-0.25815,0.28039,0.13088,0.00023226,-0.15364,-0.27412,0.292,0.13668,-0.0288,-0.14638,-0.28573
0.30127,0.12476,-0.013919,-0.15512,-0.27363,0.29622,0.15502,-0.01644,-0.14504,-0.26102,0.28362,0.13989,-0.021483,-0.15512,-0.25346,0.29622,0.10963,-0.018962,-0.16017,-0.28624,0.29622,0.15502,-0.0063542,-0.12991,-0.26102
0.2793,0.11617,-0.0072747,-0.16159,-0.28283,0.29363,0.1283,-0.027115,-0.14505,-0.27622,0.29143,0.15585,0.0070542,-0.14285,-0.25527,0.29143,0.1305,0.0081564,-0.14836,-0.28063,0.30355,0.14263,-0.01499,-0.13623,-0.2696
0.29185,0.15461,-0.0052116,-0.13029,-0.26406,0.2849,0.13203,-0.015635,-0.16504,-0.27795,0.2988,0.12508,-0.0017372,-0.15114,-0.29185,0.29359,0.15288,-0.0086861,-0.13203,-0.25885,0.27969,0.12855,-0.0052116,-0.16851,-0.26579
0.29852,0.13683,-0.020258,-0.14048,-0.27662,0.28344,0.1473,-0.013555,-0.16645,-0.2607,0.32366,0.13473,0.0052948,-0.13504,-0.26741,0.29517,0.12887,-0.024028,-0.14425,-0.26824,0.27506,0.13306,-0.021514,-0.16478,-0.25861
0.30985,0.12919,-0.0052993,-0.1418,-0.26424,0.29981,0.12919,-0.017343,-0.13778,-0.27428,0.28375,0.13722,-0.025372,-0.14581,-0.26826,0.30985,0.12919,0.018788,-0.13377,-0.2803,0.27572,0.12919,-0.031394,-0.14581,-0.2803
0.28573,0.14192,-0.001886,-0.15866,-0.25885,0.29044,0.12777,-0.016031,-0.15159,-0.27417,0.26569,0.14546,-0.034891,-0.14333,-0.27771,0.30576,0.15017,0.0040077,-0.14687,-0.25885,0.3093,0.12777,-0.0054222,-0.14569,-0.28007
0.29172,0.11561,-0.004963,-0.16356,-0.26262,0.30823,0.12912,-0.031479,-0.14655,-0.27813,0.29572,0.15513,-0.0054633,-0.14255,-0.24611,0.29172,0.12161,-0.0034621,-0.15856,-0.26262,0.30973,0.12962,-0.027476,-0.14255,-0.27212
0.28564,0.13545,0.00017043,-0.15961,-0.27571,0.29949,0.14077,-0.025394,-0.13937,-0.2853,0.29096,0.14823,0.0054963,-0.14256,-0.24908,0.27818,0.12054,0.0076267,-0.15641,-0.27252,0.29629,0.1429,-0.025394,-0.13724,-0.28317
0.27647,0.1467,-0.021362,-0.17075,-0.26691,0.30448,0.14203,0.0075813,-0.14087,-0.26691,0.28768,0.13549,-0.024163,-0.14741,-0.26971,0.27461,0.1467,-0.021362,-0.17075,-0.26691,0.30448,0.14203,0.0038467,-0.13807,-0.26691
0.28307,0.13029,0.0019813,-0.16094,-0.26478,0.30157,0.13029,-0.024277,-0.14662,-0.27552,0.29858,0.16192,0.0025781,-0.149,-0.24628,0.28665,0.12253,0.00019097,-0.15975,-0.26836,0.29978,0.13089,-0.028455,-0.14483,-0.28149
0.30279,0.12239,-0.034476,-0.14341,-0.2785,0.29669,0.1468,0.002998,-0.1469,-0.25235,0.29059,0.11716,-0.005717,-0.15213,-0.28285,0.30279,0.12239,-0.035348,-0.1408,-0.27937,0.29669,0.1468,-0.0048455,-0.14167,-0.24974
0.28864,0.13355,0.0045162,-0.15677,-0.26223,0.29484,0.11742,-0.021539,-0.15305,-0.28457,0.27995,0.13727,-0.021539,-0.14189,-0.27712,0.30725,0.13355,0.016923,-0.14561,-0.25355,0.30973,0.1199,-0.0066502,-0.14189,-0.27712
0.31547,0.126,-0.0059549,-0.14468,-0.28002,0.27487,0.14292,-0.029639,-0.13791,-0.27663,0.31209,0.1463,0.007579,-0.14806,-0.25295,0.28841,0.12262,-0.012722,-0.13453,-0.28002,0.27826,0.13277,-0.026256,-0.13791,-0.28002
0.27264,0.14747,-0.015781,-0.16543,-0.25794,0.28624,0.13115,0.0032651,-0.14911,-0.29059,0.29984,0.14475,-0.0076185,-0.12734,-0.26338,0.28624,0.13115,-0.0076185,-0.15455,-0.26883,0.30529,0.12571,0.011428,-0.15727,-0.27971
0.29609,0.1238,-0.0044073,-0.14464,-0.25883,0.31011,0.1238,-0.020434,-0.13462,-0.27886,0.29609,0.15586,-0.002404,-0.13262,-0.26283,0.27806,0.11779,0.0056093,-0.15265,-0.27686,0.29609,0.12981,-0.028447,-0.14264,-0.29288
0.32063,0.13426,0.0028493,-0.13992,-0.26427,0.29822,0.12689,-0.029083,-0.14422,-0.26919,0.27089,0.13917,-0.021714,-0.17185,-0.26243,0.31449,0.13426,-0.0005281,-0.14177,-0.26366,0.28348,0.12843,-0.028161,-0.14545,-0.27133
0.29249,0.1031,-0.0013932,-0.15813,-0.26697,0.29249,0.13575,-0.03187,-0.14507,-0.27351,0.30555,0.15752,0.00078368,-0.14507,-0.24521,0.29902,0.12269,-0.005747,-0.14942,-0.26697,0.3012,0.12922,-0.023162,-0.14289,-0.28439
0.29762,0.11124,-0.032997,-0.13672,-0.27934,0.30734,0.13879,-0.011928,-0.14644,-0.24854,0.29924,0.1161,-0.0070661,-0.14806,-0.27772,0.3041,0.11286,-0.036238,-0.13996,-0.2761,0.30572,0.1469,-0.0038248,-0.13996,-0.25503
0.30224,0.15734,-0.020937,-0.13897,-0.26271,0.27782,0.1321,-0.018495,-0.16909,-0.26922,0.29735,0.11664,-0.011983,-0.1577,-0.28387,0.29735,0.16385,-0.019309,-0.13328,-0.25782,0.28351,0.14106,-0.011983,-0.15444,-0.25945
0.30172,0.12547,-0.030184,-0.14387,-0.28502,0.27501,0.14378,-0.021791,-0.1576,-0.2629,0.30477,0.1453,0.011018,-0.137,-0.26366,0.29714,0.13004,-0.020265,-0.13471,-0.28045,0.27807,0.15446,-0.0095832,-0.1576,-0.26213
0.29518,0.13064,-0.018761,-0.13602,-0.27597,0.27249,0.14956,-0.0036311,-0.15871,-0.26651,0.29896,0.14956,0.017172,-0.13602,-0.26651,0.2914,0.13443,-0.022543,-0.14547,-0.27975,0.27627,0.15145,-0.013087,-0.17006,-0.27407
0.3066,0.15062,0.0040964,-0.13928,-0.25114,0.29715,0.11123,-0.0022058,-0.144,-0.28265,0.3129,0.11911,-0.027414,-0.144,-0.27477,0.29242,0.14432,-0.0053568,-0.14558,-0.25744,0.27982,0.11123,-0.016386,-0.15188,-0.28738
0.29111,0.14517,-0.012209,-0.15338,-0.25162,0.30637,0.12037,-0.0045784,-0.14861,-0.27833,0.30733,0.15948,-0.01984,-0.13144,-0.25544,0.27871,0.12991,-0.017932,-0.15624,-0.26402,0.2997,0.10988,-0.013163,-0.15719,-0.28405
0.28342,0.14672,-0.0058923,-0.15453,-0.25406,0.2927,0.11355,-0.013855,-0.15984,-0.28724,0.30465,0.12682,-0.035088,-0.14656,-0.27529,0.29669,0.15203,0.0060516,-0.14258,-0.24742,0.30067,0.12284,-0.001911,-0.14656,-0.27529
0.3014,0.12848,-0.034073,-0.14404,-0.26834,0.27669,0.13884,-0.025308,-0.16316,-0.26197,0.32769,0.13247,0.00098808,-0.13208,-0.26356,0.3014,0.13008,-0.029292,-0.13686,-0.26914,0.28626,0.14442,-0.02212,-0.16236,-0.25639
0.30585,0.11761,-0.018177,-0.14702,-0.2774,0.27654,0.14075,-0.032064,-0.14547,-0.26814,0.31048,0.14384,0.014226,-0.1501,-0.25117,0.31048,0.11992,-0.015091,-0.14547,-0.27972,0.28117,0.14307,-0.028206,-0.14239,-0.26351
0.31068,0.14286,-0.023257,-0.13513,-0.28091,0.27847,0.131,-0.030037,-0.16056,-0.27074,0.29034,0.11235,-0.0096959,-0.15886,-0.26735,0.31068,0.14117,-0.0029156,-0.11988,-0.26396,0.28016,0.15303,-0.013086,-0.14191,-0.27244
0.32422,0.13413,-0.00059056,-0.13531,-0.26265,0.29838,0.13413,-0.022737,-0.14269,-0.26634,0.27808,0.13413,-0.031964,-0.17038,-0.26265,0.30576,0.1249,0.0031005,-0.13531,-0.26634,0.291,0.12675,-0.037501,-0.14823,-0.27188
0.31672,0.14335,-0.0080216,-0.12835,-0.27713,0.27403,0.14724,-0.019666,-0.14516,-0.27455,0.27662,0.11748,-0.0067278,-0.16328,-0.26808,0.30896,0.14594,-0.010609,-0.12576,-0.27584,0.27403,0.14594,-0.023547,-0.14905,-0.27455
0.29878,0.14702,-0.0080644,-0.14764,-0.25398,0.28992,0.10936,-0.011388,-0.15983,-0.28832,0.30654,0.116,-0.035758,-0.14321,-0.27392,0.3021,0.14702,-0.0014179,-0.14321,-0.24734,0.29546,0.12376,-0.0014179,-0.14653,-0.27392
