0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
-0.090909,-0.090909,-0.090909,0,0,0,-0.090909,0,0.63636,0,0,0,0,0,0,0,0
-0.090909,0.090909,0.090909,0,0,-0.090909,-0.090909,0,0.54545,0,0,0,0,0,0,0,0
0,0,0,0.90909,0,0,0.090909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.18182,0,0,0,0,0.090909,0.090909,0,-0.63636,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,-0.18182,0,0,0,0.18182,-0.63636,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,-0.72727,-0.090909,0,0,-0.18182,0,0,0,0,0,0,0,0,0
0,0,0,0,0.090909,0,0,0.90909,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.72727,0.18182,0.090909,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.72727,-0.18182,-0.090909,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.090909,0,0.90909,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.90909,0,0,0.090909
0,0,0,0,0,0,0,0,0,0,0,0,0,0.90909,0,0.090909,0
0,0,0,0,0,0,0,0,0,-0.090909,0,0,-0.90909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.90909,0,0.090909,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.90909,0,0,-0.090909,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.90909,0,0.090909,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.72727,-0.18182,0,-0.090909,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.72727,-0.18182,0,-0.090909,0
0,0,0,0,0,0,0,0,0,0,0,0,0.72727,0.18182,0.090909,0,0
